測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13101010,2020/12/01,01,,,,,,0.018,,,,0.007,9,,N,1.1,10.3,75.4
13101010,2020/12/01,02,0.001,0,0.014,0.014,,0.018,,,,0.015,8,,CALM,0.2,10.5,74.3
13101010,2020/12/01,03,0.001,0,0.014,0.014,,0.019,,,,0.006,7,,WNW,1.1,10.3,71.4
13101010,2020/12/01,04,0.001,0,0.018,0.018,,0.018,,,,0.013,3,,N,0.6,9.6,59.3
13101010,2020/12/01,05,0,0,0.018,0.018,,0.015,,,,0.007,8,,NNE,0.6,8.3,64.0
13101010,2020/12/01,06,0.001,0.001,0.021,0.022,,0.008,,,,0.009,10,,NNW,0.8,7.7,65.8
13101010,2020/12/01,07,0.001,0.003,0.023,0.026,,0.007,,,,0.004,12,,N,0.6,7.4,73.1
13101010,2020/12/01,08,0.001,0.012,0.021,0.033,,0.005,,,,0.016,17,,NNW,1.2,7.5,76.9
13101010,2020/12/01,09,0.001,0.017,0.021,0.038,,0.008,,,,0.018,12,,N,0.8,8.9,67.1
13101010,2020/12/01,10,0.001,0.012,0.021,0.033,,0.014,,,,0.012,11,,NW,0.4,9.9,62.0
13101010,2020/12/01,11,0.001,0.010,0.022,0.032,,0.017,,,,0.011,14,,NW,0.6,11.4,61.3
13101010,2020/12/01,12,0.001,0.007,0.020,0.027,,0.022,,,,0.011,11,,N,0.5,12.3,55.2
13101010,2020/12/01,13,0.001,0.006,0.020,0.026,,0.025,,,,0.012,11,,NW,0.6,13.2,52.8
13101010,2020/12/01,14,0.001,0.004,0.019,0.023,,0.026,,,,0.007,9,,E,0.3,14.0,46.9
13101010,2020/12/01,15,0,0.002,0.017,0.019,,0.029,,,,0.008,7,,E,0.3,14.3,44.7
13101010,2020/12/01,16,0,0.001,0.017,0.018,,0.029,,,,0.011,8,,CALM,0.2,14.1,46.0
13101010,2020/12/01,17,0,0.001,0.018,0.019,,0.028,,,,0.008,9,,ESE,0.6,13.7,51.1
13101010,2020/12/01,18,0,0.001,0.023,0.024,,0.022,,,,0.015,8,,E,0.5,13.5,56.6
13101010,2020/12/01,19,0.001,0.001,0.020,0.021,,0.022,,,,0.014,10,,ESE,0.7,12.5,57.9
13101010,2020/12/01,20,0.001,0.001,0.020,0.021,,0.022,,,,0.011,10,,E,0.5,12.2,60.9
13101010,2020/12/01,21,0,0,0.018,0.018,,0.023,,,,0.010,9,,ENE,0.4,11.8,63.1
13101010,2020/12/01,22,0.001,0.001,0.018,0.019,,0.022,,,,0.012,8,,CALM,0.2,11.4,64.8
13101010,2020/12/01,23,0.001,0,0.016,0.016,,0.024,,,,0.005,5,,NW,0.3,10.8,64.5
13101010,2020/12/01,24,0,0.001,0.018,0.019,,0.020,,,,0.002,8,,NNW,1.1,9.6,71.4
13101010,2020/12/02,01,0.001,0,0.020,0.020,,0.015,,,,0.013,11,,NNW,0.6,9.5,71.1
13101010,2020/12/02,02,0.001,0,0.017,0.017,,0.017,,,,0.011,10,,N,0.7,9.5,70.6
13101010,2020/12/02,03,0.001,0,0.017,0.017,,0.016,,,,0.010,8,,N,0.6,9.3,66.8
13101010,2020/12/02,04,0.001,0,0.017,0.017,,0.014,,,,0.009,7,,NNW,0.8,9.0,64.8
13101010,2020/12/02,05,0.001,0,0.016,0.016,,0.014,,,,0.015,10,,N,0.8,9.2,62.3
13101010,2020/12/02,06,0,0,0.016,0.016,,0.013,,,,0.001,7,,NNE,1.2,9.1,62.2
13101010,2020/12/02,07,0,0.001,0.021,0.022,,0.009,,,,0.003,9,,NNW,1.5,8.9,63.1
13101010,2020/12/02,08,0,0.005,0.024,0.029,,0.007,,,,0.014,7,,NNW,1.4,9.0,61.9
13101010,2020/12/02,09,0.001,0.007,0.024,0.031,,0.009,,,,0.006,9,,N,0.9,9.8,60.9
13101010,2020/12/02,10,0.001,0.011,0.027,0.038,,0.007,,,,0.006,9,,NW,1.0,9.8,61.7
13101010,2020/12/02,11,0.001,0.009,0.025,0.034,,0.009,,,,0.021,8,,N,1.2,9.7,61.8
13101010,2020/12/02,12,,,,,,,,,,,8,,NNE,0.7,9.6,65.6
13101010,2020/12/02,13,0.001,0.005,0.020,0.025,,0.013,,,,0.011,12,,ENE,0.6,9.9,68.6
13101010,2020/12/02,14,0.001,0.004,0.019,0.023,,0.016,,,,0.004,11,,N,0.6,9.5,77.1
13101010,2020/12/02,15,0,0.002,0.017,0.019,,0.019,,,,0,7,,NNE,0.6,9.3,78.4
13101010,2020/12/02,16,0,0.002,0.017,0.019,,0.019,,,,0.006,9,,E,0.4,8.3,84.2
13101010,2020/12/02,17,0,0.001,0.018,0.019,,0.017,,,,0.013,10,,ENE,0.4,8.2,89.2
13101010,2020/12/02,18,0,0.001,0.018,0.019,,0.017,,,,0.010,10,,N,0.3,8.1,90.5
13101010,2020/12/02,19,0,0.001,0.017,0.018,,0.018,,,,0.015,11,,N,0.7,8.0,91.2
13101010,2020/12/02,20,0,0.001,0.017,0.018,,0.019,,,,0.014,13,,N,1.3,7.9,92.1
13101010,2020/12/02,21,0,0.001,0.014,0.015,,0.022,,,,0.013,14,,NNW,1.0,7.9,92.1
13101010,2020/12/02,22,0,0,0.013,0.013,,0.023,,,,0.007,10,,NNW,1.2,7.9,92.3
13101010,2020/12/02,23,0,0,0.011,0.011,,0.023,,,,0.014,9,,N,0.9,7.8,90.7
13101010,2020/12/02,24,0,0,0.011,0.011,,0.022,,,,0.012,10,,N,0.9,8.0,89.3
13101010,2020/12/03,01,0,0,0.011,0.011,,0.021,,,,0.011,11,,N,0.8,8.2,88.3
13101010,2020/12/03,02,0,0,0.010,0.010,,0.021,,,,0.011,9,,WNW,0.4,8.5,86.9
13101010,2020/12/03,03,0,0,0.011,0.011,,0.019,,,,0.010,12,,WNW,0.6,8.1,86.8
13101010,2020/12/03,04,0,0,0.012,0.012,,0.016,,,,0.013,13,,N,0.6,7.8,90.9
13101010,2020/12/03,05,0,0,0.011,0.011,,0.017,,,,0.012,11,,NW,1.6,7.2,90.4
13101010,2020/12/03,06,0,0,0.009,0.009,,0.021,,,,0.007,9,,N,1.2,7.4,90.7
13101010,2020/12/03,07,0,0.001,0.012,0.013,,0.018,,,,0.013,12,,NW,0.7,7.6,89.0
13101010,2020/12/03,08,0,0.003,0.017,0.020,,0.010,,,,0.017,18,,NNW,0.7,7.6,87.4
13101010,2020/12/03,09,0,0.006,0.020,0.026,,0.008,,,,0.022,18,,WNW,0.5,8.2,85.9
13101010,2020/12/03,10,0,0.008,0.022,0.030,,0.008,,,,0.021,20,,NNE,0.3,8.3,86.3
13101010,2020/12/03,11,0,0.009,0.023,0.032,,0.009,,,,0.021,20,,NW,0.6,8.7,85.8
13101010,2020/12/03,12,0,0.008,0.023,0.031,,0.010,,,,0.026,24,,NNE,0.4,9.1,85.5
13101010,2020/12/03,13,0,0.007,0.021,0.028,,0.013,,,,0.027,25,,N,0.6,9.6,82.9
13101010,2020/12/03,14,0.001,0.009,0.023,0.032,,0.013,,,,0.027,26,,N,0.9,10.3,81.7
13101010,2020/12/03,15,0,0.006,0.025,0.031,,0.012,,,,0.024,24,,NNW,0.6,10.2,80.5
13101010,2020/12/03,16,0,0.005,0.027,0.032,,0.010,,,,0.024,21,,CALM,0.2,10.5,80.0
13101010,2020/12/03,17,0,0.003,0.031,0.034,,0.006,,,,0.020,21,,CALM,0.1,10.9,80.4
13101010,2020/12/03,18,0,0.002,0.029,0.031,,0.007,,,,0.031,23,,NNW,0.6,10.3,81.6
13101010,2020/12/03,19,0,0.002,0.028,0.030,,0.007,,,,0.028,28,,NNW,1.1,9.9,83.0
13101010,2020/12/03,20,0,0.001,0.025,0.026,,0.009,,,,0.030,29,,NNW,0.8,9.8,83.5
13101010,2020/12/03,21,0,0.001,0.024,0.025,,0.011,,,,0.031,26,,NNE,0.3,9.7,83.2
13101010,2020/12/03,22,0,0.001,0.023,0.024,,0.013,,,,0.025,24,,NNW,0.6,9.6,82.0
13101010,2020/12/03,23,0,0.001,0.020,0.021,,0.016,,,,0.017,21,,NNW,1.1,9.5,81.9
13101010,2020/12/03,24,0,0.001,0.021,0.022,,0.016,,,,0.018,18,,N,0.7,9.1,82.7
13101010,2020/12/04,01,0,0.004,0.029,0.033,,0.004,,,,0.026,27,,N,1.2,8.0,88.3
13101010,2020/12/04,02,0,0.003,0.026,0.029,,0.002,,,,0.023,25,,NW,0.6,8.1,88.8
13101010,2020/12/04,03,0,0.002,0.024,0.026,,0.003,,,,0.041,28,,NNE,0.4,8.0,87.7
13101010,2020/12/04,04,0,0.003,0.024,0.027,,0.001,,,,0.022,26,,NNW,0.7,7.5,87.0
13101010,2020/12/04,05,0,0.004,0.023,0.027,,0.003,,,,0.021,18,,N,0.6,7.8,80.1
13101010,2020/12/04,06,0,0.002,0.021,0.023,,0.006,,,,0.012,13,,NNW,0.7,7.4,76.4
13101010,2020/12/04,07,0,0.005,0.025,0.030,,0.004,,,,0.016,13,,NNW,0.6,7.9,74.4
13101010,2020/12/04,08,0,0.006,0.025,0.031,,0.008,,,,0.006,9,,NNW,0.5,8.1,64.6
13101010,2020/12/04,09,0,0.010,0.025,0.035,,0.013,,,,0.010,5,,NNW,1.0,8.7,59.2
13101010,2020/12/04,10,0,0.012,0.025,0.037,,0.015,,,,0.017,8,,N,1.5,9.8,53.9
13101010,2020/12/04,11,0,0.007,0.016,0.023,,0.025,,,,0,5,,N,0.9,11.1,48.6
13101010,2020/12/04,12,0,0.004,0.010,0.014,,0.032,,,,0.001,1,,NNW,1.6,12.0,40.2
13101010,2020/12/04,13,0.001,0.002,0.008,0.010,,0.034,,,,0.007,2,,NNW,1.5,12.7,35.4
13101010,2020/12/04,14,0.002,0.003,0.010,0.013,,0.034,,,,0,3,,NNW,1.0,13.1,32.9
13101010,2020/12/04,15,0.002,0.002,0.010,0.012,,0.034,,,,0,2,,NNW,0.8,13.1,33.1
13101010,2020/12/04,16,0.001,0.001,0.011,0.012,,0.032,,,,0.002,3,,NNW,0.9,13.0,33.2
13101010,2020/12/04,17,0.001,0.001,0.014,0.015,,0.029,,,,0.009,2,,NNW,0.8,12.6,33.9
13101010,2020/12/04,18,0.001,0.001,0.019,0.020,,0.022,,,,0.005,8,,E,0.6,12.2,46.7
13101010,2020/12/04,19,0,0.001,0.017,0.018,,0.025,,,,0.008,16,,ENE,0.3,11.5,50.8
13101010,2020/12/04,20,0.001,0.001,0.018,0.019,,0.024,,,,0.024,36,,ENE,0.4,11.2,52.3
13101010,2020/12/04,21,0.001,0.001,0.020,0.021,,0.021,,,,0.027,26,,ENE,0.3,11.0,49.9
13101010,2020/12/04,22,0.001,0.001,0.020,0.021,,0.020,,,,0.020,21,,ENE,0.3,9.9,52.1
13101010,2020/12/04,23,0,0.001,0.016,0.017,,0.021,,,,0.005,8,,N,0.4,9.2,45.2
13101010,2020/12/04,24,0,0,0.013,0.013,,0.024,,,,0.010,7,,NNE,0.3,8.9,46.6
13101010,2020/12/05,01,0,0,0.015,0.015,,,,,,0.005,5,,N,0.4,8.3,47.9
13101010,2020/12/05,02,0,0.001,0.017,0.018,,0.017,,,,0.002,9,,WNW,1.0,8.1,50.7
13101010,2020/12/05,03,0.001,0.001,0.018,0.019,,0.014,,,,0.011,10,,N,0.7,7.6,50.4
13101010,2020/12/05,04,0.001,0,0.015,0.015,,0.018,,,,0.001,7,,NNE,0.5,8.1,51.2
13101010,2020/12/05,05,0.001,0.001,0.016,0.017,,0.014,,,,0.009,6,,N,0.8,7.8,54.1
13101010,2020/12/05,06,0.001,0.001,0.018,0.019,,0.011,,,,0.015,8,,N,0.8,6.8,65.0
13101010,2020/12/05,07,0,0.001,0.017,0.018,,0.012,,,,0.005,13,,N,0.7,6.3,74.1
13101010,2020/12/05,08,0.001,0.004,0.021,0.025,,0.010,,,,0.006,11,,NNW,0.7,5.7,75.8
13101010,2020/12/05,09,0.001,0.005,0.022,0.027,,0.010,,,,0.002,9,,NNW,0.7,6.3,74.7
13101010,2020/12/05,10,0.001,0.004,0.022,0.026,,0.014,,,,0.008,9,,NW,0.9,6.7,81.5
13101010,2020/12/05,11,0.001,0.007,0.026,0.033,,0.011,,,,0.010,10,,NNW,1.4,6.3,88.4
13101010,2020/12/05,12,0,0.006,0.026,0.032,,0.011,,,,0,10,,WNW,0.6,6.9,91.7
13101010,2020/12/05,13,0,0.005,0.022,0.027,,0.015,,,,0.007,10,,NW,0.6,7.2,91.6
13101010,2020/12/05,14,0,0.006,0.023,0.029,,0.013,,,,0.015,10,,NNW,0.6,7.2,90.8
13101010,2020/12/05,15,0,0.006,0.024,0.030,,0.012,,,,0.004,13,,NNE,0.6,7.3,90.8
13101010,2020/12/05,16,0,0.004,0.026,0.030,,0.012,,,,0.006,14,,N,0.5,7.7,89.6
13101010,2020/12/05,17,0,0.002,0.025,0.027,,0.013,,,,0.017,14,,NNW,0.4,8.0,88.5
13101010,2020/12/05,18,0,0.001,0.021,0.022,,0.016,,,,0.010,10,,NNE,0.6,8.2,86.6
13101010,2020/12/05,19,0,0.001,0.020,0.021,,0.017,,,,0.018,11,,NNE,0.6,8.2,86.7
13101010,2020/12/05,20,0,0.001,0.018,0.019,,0.019,,,,0.010,10,,NNE,0.3,8.5,84.9
13101010,2020/12/05,21,0,0.001,0.018,0.019,,0.019,,,,0.011,9,,NNW,0.6,8.3,85.3
13101010,2020/12/05,22,0,0.001,0.024,0.025,,0.012,,,,0.016,11,,NNW,0.4,8.6,87.5
13101010,2020/12/05,23,0,0.001,0.026,0.027,,0.009,,,,0.009,13,,N,0.7,8.1,84.1
13101010,2020/12/05,24,0.001,0.001,0.024,0.025,,0.006,,,,0.017,21,,N,0.6,7.8,80.9
13101010,2020/12/06,01,0.001,0.001,0.025,0.026,,0.004,,,,0.024,20,,N,0.6,7.6,80.5
13101010,2020/12/06,02,0.001,0.001,0.022,0.023,,0.004,,,,0.023,24,,NNE,0.4,7.5,82.5
13101010,2020/12/06,03,0.001,0.002,0.024,0.026,,0.003,,,,0.028,24,,NW,0.5,7.3,81.7
13101010,2020/12/06,04,0.001,0.001,0.022,0.023,,0.004,,,,0.026,23,,N,0.4,7.4,79.3
13101010,2020/12/06,05,0.001,0.004,0.023,0.027,,0.002,,,,0.018,25,,NNE,0.3,7.2,82.6
13101010,2020/12/06,06,0.001,0.009,0.022,0.031,,0.001,,,,0.027,25,,WNW,0.9,6.2,81.9
13101010,2020/12/06,07,0.001,0.007,0.020,0.027,,0.001,,,,0.022,23,,NW,0.4,6.2,81.4
13101010,2020/12/06,08,0.001,0.007,0.016,0.023,,0.006,,,,0.014,16,,NW,1.0,6.2,74.6
13101010,2020/12/06,09,0.001,0.007,0.013,0.020,,0.011,,,,0.018,13,,NNW,0.3,7.5,72.3
13101010,2020/12/06,10,0.001,0.005,0.012,0.017,,0.016,,,,0.023,15,,NNE,1.0,8.8,69.3
13101010,2020/12/06,11,0.001,0.003,0.012,0.015,,0.021,,,,0.013,12,,CALM,0.2,10.3,65.7
13101010,2020/12/06,12,0.001,0.003,0.011,0.014,,0.024,,,,0.011,10,,CALM,0.1,11.1,64.8
13101010,2020/12/06,13,0,0.002,0.011,0.013,,0.028,,,,0.004,9,,E,0.3,11.8,59.6
13101010,2020/12/06,14,0.001,0.002,0.013,0.015,,0.030,,,,0.003,8,,CALM,0.2,12.3,58.7
13101010,2020/12/06,15,0,0.001,0.012,0.013,,0.030,,,,0.014,8,,ENE,0.4,12.8,57.2
13101010,2020/12/06,16,0,0.001,0.012,0.013,,0.029,,,,0.005,7,,CALM,0,12.3,56.5
13101010,2020/12/06,17,0,0,0.013,0.013,,0.028,,,,0.010,6,,CALM,0,12.7,56.8
13101010,2020/12/06,18,0,0,0.020,0.020,,0.020,,,,0.016,8,,CALM,0,12.0,59.7
13101010,2020/12/06,19,0.001,0.001,0.024,0.025,,0.016,,,,0.010,11,,CALM,0,11.6,63.4
13101010,2020/12/06,20,0.001,0.001,0.026,0.027,,0.015,,,,0.017,13,,CALM,0,11.3,66.5
13101010,2020/12/06,21,0,0.001,0.022,0.023,,0.018,,,,0.009,10,,CALM,0,11.0,69.7
13101010,2020/12/06,22,0,0.001,0.023,0.024,,0.018,,,,0.012,10,,CALM,0,11.1,72.1
13101010,2020/12/06,23,0,0.001,0.025,0.026,,0.017,,,,0.008,8,,CALM,0,10.8,74.8
13101010,2020/12/06,24,0,0.001,0.026,0.027,,0.015,,,,0.008,6,,NW,0.3,10.5,74.8
13101010,2020/12/07,01,,,,,,0.001,,,,0.021,15,,N,1.0,9.1,75.2
13101010,2020/12/07,02,0.001,0.013,0.034,0.047,,0.001,,,,0.022,15,,NW,0.3,8.6,76.4
13101010,2020/12/07,03,0,0.003,0.027,0.030,,0.003,,,,0.022,17,,NNE,0.6,8.1,75.1
13101010,2020/12/07,04,0,0.001,0.023,0.024,,0.005,,,,0.020,16,,CALM,0.1,7.7,72.8
13101010,2020/12/07,05,0,0.001,0.020,0.021,,0.007,,,,0.015,11,,N,0.4,7.2,72.2
13101010,2020/12/07,06,0,0.001,0.018,0.019,,0.007,,,,0.010,10,,WNW,0.6,7.0,71.7
13101010,2020/12/07,07,0,0.004,0.021,0.025,,0.005,,,,0.012,13,,NNW,0.5,6.7,76.5
13101010,2020/12/07,08,0,0.014,0.023,0.037,,0.004,,,,0.018,20,,WNW,0.4,7.2,78.1
13101010,2020/12/07,09,0.001,0.019,0.024,0.043,,0.007,,,,0.018,18,,W,0.6,8.6,72.8
13101010,2020/12/07,10,0.001,0.019,0.025,0.044,,0.010,,,,0.004,17,,CALM,0.2,10.3,65.9
13101010,2020/12/07,11,,,,,,,,,,,21,,CALM,0.2,12.2,59.9
13101010,2020/12/07,12,,,,,,0.009,,,,,,,WNW,0.5,13.8,52.8
13101010,2020/12/07,13,0,0.009,0.027,0.036,,0.022,,,,0.018,15,,CALM,0.2,14.7,47.9
13101010,2020/12/07,14,0,0.007,0.028,0.035,,0.023,,,,0.010,15,,ENE,0.5,15.0,47.1
13101010,2020/12/07,15,0.001,0.019,0.049,0.068,,0.009,,,,0.025,27,,CALM,0.1,14.7,56.8
13101010,2020/12/07,16,0.002,0.032,0.058,0.090,,0.003,,,,0.030,29,,CALM,0.2,14.2,57.2
13101010,2020/12/07,17,0.001,0.029,0.059,0.088,,0.001,,,,0.031,27,,CALM,0,13.8,58.6
13101010,2020/12/07,18,0.001,0.034,0.061,0.095,,0.001,,,,0.024,23,,CALM,0,14.1,55.3
13101010,2020/12/07,19,0.001,0.039,0.060,0.099,,0.001,,,,0.036,32,,CALM,0,14.1,53.7
13101010,2020/12/07,20,0.001,0.033,0.060,0.093,,0.001,,,,0.038,34,,CALM,0.2,13.8,56.8
13101010,2020/12/07,21,0.002,0.049,0.062,0.111,,0.001,,,,0.044,40,,CALM,0.2,13.5,60.3
13101010,2020/12/07,22,0.001,0.032,0.059,0.091,,0.001,,,,0.036,31,,CALM,0.2,12.7,63.3
13101010,2020/12/07,23,0.001,0.058,0.060,0.118,,0.001,,,,0.024,33,,NNE,0.3,11.4,67.4
13101010,2020/12/07,24,0.001,0.060,0.056,0.116,,0.001,,,,0.038,32,,N,0.3,11.2,68.8
13101010,2020/12/08,01,0.001,0.019,0.046,0.065,,0.001,,,,0.038,34,,N,0.4,11.0,66.4
13101010,2020/12/08,02,0.001,0.009,0.042,0.051,,0.001,,,,0.034,34,,CALM,0.1,10.8,66.6
13101010,2020/12/08,03,0.001,0.018,0.042,0.060,,0,,,,0.031,30,,N,0.4,10.5,68.0
13101010,2020/12/08,04,0.001,0.014,0.038,0.052,,0,,,,0.039,33,,CALM,0.2,10.2,69.8
13101010,2020/12/08,05,0.001,0.015,0.035,0.050,,0,,,,0.021,25,,W,0.3,9.6,70.6
13101010,2020/12/08,06,0.001,0.011,0.032,0.043,,0.001,,,,0.011,19,,WNW,0.3,9.9,69.1
13101010,2020/12/08,07,0.001,0.028,0.034,0.062,,0,,,,0.025,18,,CALM,0.2,10.0,70.3
13101010,2020/12/08,08,0.001,0.042,0.034,0.076,,0.001,,,,0.018,19,,CALM,0.1,10.5,67.3
13101010,2020/12/08,09,0.001,0.037,0.035,0.072,,0.004,,,,0.015,17,,W,1.1,11.4,63.1
13101010,2020/12/08,10,0.001,0.023,0.033,0.056,,0.010,,,,0.018,15,,NW,1.1,12.9,56.1
13101010,2020/12/08,11,0,0.013,0.028,0.041,,0.016,,,,0.018,10,,NNE,0.4,13.4,53.0
13101010,2020/12/08,12,0.001,0.009,0.024,0.033,,0.021,,,,0.018,13,,N,0.8,14.3,49.8
13101010,2020/12/08,13,0.001,0.004,0.016,0.020,,0.033,,,,0.012,9,,NNW,0.8,15.6,46.8
13101010,2020/12/08,14,0,0.002,0.014,0.016,,0.038,,,,0.015,8,,WNW,0.6,15.8,43.6
13101010,2020/12/08,15,0,0.001,0.016,0.017,,0.035,,,,0.009,5,,WNW,0.3,16.1,38.8
13101010,2020/12/08,16,0,0.002,0.029,0.031,,0.024,,,,0.013,11,,CALM,0.2,15.2,55.2
13101010,2020/12/08,17,0,0.001,0.032,0.033,,0.022,,,,0.005,10,,ESE,0.5,14.7,57.2
13101010,2020/12/08,18,0,0.001,0.015,0.016,,0.031,,,,0.013,10,,ENE,0.3,14.0,58.1
13101010,2020/12/08,19,0,0,0.015,0.015,,0.032,,,,0.007,13,,E,0.5,13.5,61.5
13101010,2020/12/08,20,0,0,0.013,0.013,,0.032,,,,0.003,10,,ENE,0.5,13.1,66.1
13101010,2020/12/08,21,0,0,0.011,0.011,,0.033,,,,0.014,9,,E,0.4,12.7,66.3
13101010,2020/12/08,22,0,0,0.010,0.010,,0.032,,,,0.006,8,,E,0.8,12.3,67.8
13101010,2020/12/08,23,0,0.001,0.011,0.012,,0.029,,,,0.001,5,,NE,0.7,11.4,58.8
13101010,2020/12/08,24,0,0,0.007,0.007,,0.031,,,,0,4,,NNW,1.8,10.7,59.0
13101010,2020/12/09,01,0,0,0.008,0.008,,0.029,,,,0.007,2,,N,0.3,10.7,58.8
13101010,2020/12/09,02,0,0,0.008,0.008,,0.028,,,,0,4,,ENE,0.7,10.1,56.5
13101010,2020/12/09,03,0,0,0.007,0.007,,0.030,,,,0.003,4,,ENE,0.4,10.2,56.4
13101010,2020/12/09,04,0,0,0.008,0.008,,0.029,,,,0,4,,ENE,0.4,9.9,57.4
13101010,2020/12/09,05,0,0,0.008,0.008,,0.028,,,,0.002,4,,N,0.6,9.9,52.9
13101010,2020/12/09,06,0,0,0.009,0.009,,0.027,,,,0.006,3,,CALM,0.2,10.1,52.3
13101010,2020/12/09,07,0,0.001,0.014,0.015,,0.023,,,,0.003,5,,CALM,0.1,10.5,57.1
13101010,2020/12/09,08,0,0.002,0.017,0.019,,0.021,,,,0.002,6,,E,0.5,10.5,59.1
13101010,2020/12/09,09,0,0.002,0.018,0.020,,0.021,,,,0.010,5,,ENE,0.4,10.8,58.3
13101010,2020/12/09,10,0,0.004,0.021,0.025,,0.019,,,,0.004,4,,ENE,0.3,11.3,56.8
13101010,2020/12/09,11,0,0.004,0.022,0.026,,0.019,,,,0.008,6,,E,0.4,11.1,54.3
13101010,2020/12/09,12,0,0.004,0.021,0.025,,0.020,,,,0.008,8,,CALM,0.2,11.5,55.8
13101010,2020/12/09,13,0,0.004,0.019,0.023,,0.022,,,,0.008,8,,NE,0.6,11.7,55.8
13101010,2020/12/09,14,0,0.003,0.018,0.021,,0.023,,,,0.007,10,,E,0.5,12.3,56.3
13101010,2020/12/09,15,0,0.002,0.016,0.018,,0.025,,,,0.013,7,,E,0.5,11.9,56.7
13101010,2020/12/09,16,0,0.002,0.016,0.018,,0.023,,,,0.011,10,,E,0.5,11.6,59.6
13101010,2020/12/09,17,0.001,0.001,0.017,0.018,,0.022,,,,0.005,11,,ENE,0.3,11.0,58.4
13101010,2020/12/09,18,0.001,0.001,0.020,0.021,,0.021,,,,0.003,12,,N,0.3,10.5,59.7
13101010,2020/12/09,19,0,0.001,0.016,0.017,,0.023,,,,0.008,11,,NNE,0.3,10.3,61.0
13101010,2020/12/09,20,0.001,0,0.019,0.019,,0.021,,,,0.017,11,,NNE,0.3,10.5,61.3
13101010,2020/12/09,21,0.001,0.001,0.020,0.021,,0.020,,,,0.010,10,,NNW,1.2,10.2,60.0
13101010,2020/12/09,22,0,0,0.017,0.017,,0.023,,,,0.006,8,,N,0.9,10.3,58.9
13101010,2020/12/09,23,0.001,0,0.018,0.018,,0.022,,,,0.006,8,,ENE,0.4,10.7,55.3
13101010,2020/12/09,24,0.001,0,0.017,0.017,,0.023,,,,0.006,10,,N,1.0,10.2,53.0
13101010,2020/12/10,01,0,0,0.022,0.022,,0.016,,,,0.010,14,,N,1.0,9.6,58.0
13101010,2020/12/10,02,0,0.001,0.032,0.033,,0.006,,,,0.016,18,,NNW,0.5,9.5,60.9
13101010,2020/12/10,03,0.001,0.001,0.031,0.032,,0.004,,,,0.020,23,,N,0.6,9.2,62.5
13101010,2020/12/10,04,0,0.001,0.022,0.023,,0.010,,,,0.019,19,,NW,1.2,8.4,64.1
13101010,2020/12/10,05,0,0.001,0.019,0.020,,0.010,,,,0.017,20,,N,0.7,8.3,66.7
13101010,2020/12/10,06,0,0.001,0.017,0.018,,0.011,,,,0.016,15,,N,0.6,8.3,65.6
13101010,2020/12/10,07,0,0.001,0.017,0.018,,0.012,,,,0.019,15,,N,0.5,8.3,64.9
13101010,2020/12/10,08,0,0.002,0.020,0.022,,0.011,,,,0.019,15,,NW,0.7,8.2,63.1
13101010,2020/12/10,09,0,0.005,0.022,0.027,,0.010,,,,0.017,19,,N,1.2,7.2,73.9
13101010,2020/12/10,10,0,0.008,0.021,0.029,,0.013,,,,0.014,15,,NNW,0.8,8.7,66.6
13101010,2020/12/10,11,0.001,0.014,0.024,0.038,,0.014,,,,0.014,17,,NW,1.0,10.1,63.2
13101010,2020/12/10,12,0,0.006,0.020,0.026,,0.019,,,,0.009,16,,NW,0.9,10.5,59.4
13101010,2020/12/10,13,0,0.004,0.017,0.021,,0.023,,,,0.008,17,,N,1.3,10.8,60.8
13101010,2020/12/10,14,0.001,0.006,0.019,0.025,,0.022,,,,0.019,20,,NNE,0.7,11.7,61.5
13101010,2020/12/10,15,0.001,0.004,0.022,0.026,,0.022,,,,0.017,16,,N,0.7,12.3,62.6
13101010,2020/12/10,16,0,0.002,0.023,0.025,,0.022,,,,0.020,19,,NNW,0.5,12.3,64.3
13101010,2020/12/10,17,0.001,0.002,0.024,0.026,,0.020,,,,0.021,17,,ENE,0.4,12.7,66.4
13101010,2020/12/10,18,0,0.001,0.028,0.029,,0.012,,,,0.013,18,,ENE,0.3,12.2,67.7
13101010,2020/12/10,19,0,0.001,0.024,0.025,,0.015,,,,0.018,19,,CALM,0.2,11.9,73.6
13101010,2020/12/10,20,0,0.002,0.030,0.032,,0.009,,,,0.024,26,,CALM,0.2,11.6,77.0
13101010,2020/12/10,21,0,0.003,0.036,0.039,,0.003,,,,0.019,21,,CALM,0.1,11.9,77.7
13101010,2020/12/10,22,0,0.004,0.037,0.041,,0.002,,,,0.027,22,,CALM,0.1,11.6,80.5
13101010,2020/12/10,23,0,0.004,0.037,0.041,,0.002,,,,0.016,17,,WNW,0.4,11.8,78.4
13101010,2020/12/10,24,0.001,0.027,0.044,0.071,,0.001,,,,0.017,21,,WNW,0.5,11.1,77.2
13101010,2020/12/11,01,0.001,0.025,0.043,0.068,,,,,,0.027,21,,WSW,0.5,10.5,72.5
